gender,department,department_name,division,assignment_category,employee_position_title,date_first_hired,year_first_hired,current_annual_salary
M,FRS,Fire and Rescue Services,Station 40,Fulltime-Regular,Master Firefighter/Rescuer,1999-02-08,1999,88859.0
M,DLC,Department of Liquor Control,Beer Delivery Operations,Fulltime-Regular,Truck Driver/Warehouse Worker,2016-01-11,2016,39257.31
F,HHS,Department of Health and Human Services,Area Health Centers,Fulltime-Regular,Community Services Aide III,2004-08-09,2004,60051.29
M,FRS,Fire and Rescue Services,Station 18,Fulltime-Regular,Firefighter/Rescuer III,1993-09-20,1993,83611.44
F,POL,Department of Police,PSB 3rd District Patrol,Fulltime-Regular,Police Officer III,2004-01-26,2004,78096.0
F,HHS,Department of Health and Human Services,Early Childhood Services,Fulltime-Regular,Manager II,2012-07-02,2012,132782.98
M,DLC,Department of Liquor Control,Beer Warehouse Operations,Fulltime-Regular,Supply Technician III,2014-08-11,2014,36707.05
F,FIN,Department of Finance,Payroll,Fulltime-Regular,Program Specialist II,2001-05-07,2001,77287.31
F,POL,Department of Police,MSB Training and Education Division,Fulltime-Regular,Police Officer Candidate,2016-07-11,2016,50211.0
M,DOT,Department of Transportation,Transit Silver Spring Ride On,Fulltime-Regular,Bus Operator,2015-04-27,2015,40631.32
M,COR,Correction and Rehabilitation,DS MCCF Unit 2 Security,Fulltime-Regular,Correctional Supervisor (Sergeant),1997-12-08,1997,91532.0
M,DLC,Department of Liquor Control,Milestone,Parttime-Regular,Liquor Store Clerk I,2010-12-08,2010,30542.07
F,HHS,Department of Health and Human Services,Income Supports,Fulltime-Regular,Income Assistance Program Specialist II,2000-06-05,2000,78895.54
M,POL,Department of Police,PSB 2nd District Patrol,Fulltime-Regular,Police Officer III,2006-01-17,2006,83658.0
M,DTS,Department of Technology Services,ETSD Telephone Services,Fulltime-Regular,Telecommunications Specialist,1991-04-21,1991,87298.39
M,DOT,Department of Transportation,Highway Services,Fulltime-Regular,Equipment Operator I,2016-04-18,2016,33395.15
M,FRS,Fire and Rescue Services,Station 12,Fulltime-Regular,Firefighter/Rescuer III,2014-03-10,2014,56990.0
M,CAT,County Attorney's Office,"Zoning, Land Use and Economic Development",Fulltime-Regular,Assistant County Attorney III,2016-04-04,2016,95475.0
M,CCL,County Council,Council Members and Staff,Fulltime-Regular,Legislative Senior Aide III,2015-01-26,2015,50396.48
M,POL,Department of Police,PSB 3rd District Patrol,Fulltime-Regular,Police Officer III,1988-09-12,1988,92756.7
M,POL,Department of Police,PSB 5th District Patrol,Fulltime-Regular,Police Officer III,2014-02-24,2014,67081.0
F,POL,Department of Police,FSB Animal Services Division,Fulltime-Regular,Program Specialist I,2016-09-06,2016,44753.0
M,POL,Department of Police,PSB 4th District Community Action Team,Fulltime-Regular,Police Officer III,2005-07-18,2005,75453.0
M,DGS,Department of General Services,Fleet Management Fleet Services,Fulltime-Regular,Mechanic Technician II,2003-12-29,2003,73801.0
M,DOT,Department of Transportation,Highway Services,Fulltime-Regular,Equipment Operator II,2002-04-28,2002,54742.92
M,FRS,Fire and Rescue Services,Station 13,Fulltime-Regular,Fire/Rescue Captain,1990-02-26,1990,122788.02
M,DGS,Department of General Services,Fleet Automotive Heavy Equipment,Fulltime-Regular,Mechanic Technician II,2000-06-26,2000,71835.82
M,POL,Department of Police,PSB 4th District Patrol,Fulltime-Regular,Police Officer III,2013-08-12,2013,58455.0
F,POL,Department of Police,PSB 3rd District Patrol,Fulltime-Regular,Police Officer III,2004-07-19,2004,89620.0
F,HHS,Department of Health and Human Services,Disease Control,Fulltime-Regular,Manager III,2001-05-14,2001,130842.19
M,LIB,Department of Public Libraries,Olney Library,Parttime-Regular,Library Assistant I,2005-07-21,2005,23210.03
M,DLC,Department of Liquor Control,Stock Liquor and Wine Warehouse Operations,Fulltime-Regular,Supply Technician III,1998-07-19,1998,54720.83
M,FRS,Fire and Rescue Services,Station 16,Fulltime-Regular,Master Firefighter/Rescuer,1998-01-12,1998,88859.0
M,DLC,Department of Liquor Control,Muddy Branch,Fulltime-Regular,Liquor Store Clerk II,2012-11-19,2012,40946.22
M,REC,Department of Recreation,MLK Indoor Pool,Fulltime-Regular,Recreation Supervisor,1994-04-03,1994,93396.0
F,HHS,Department of Health and Human Services,School Health Services,Parttime-Regular,School Health Room Technician I,2008-02-19,2008,39163.74
M,FRS,Fire and Rescue Services,Station 6,Fulltime-Regular,Fire/Rescue Lieutenant,1993-09-20,1993,101176.43
M,FRS,Fire and Rescue Services,Station 31,Fulltime-Regular,Fire/Rescue Lieutenant,1995-01-23,1995,103213.43
F,HHS,Department of Health and Human Services,Income Supports,Fulltime-Regular,Income Assistance Program Specialist II,2013-03-11,2013,52563.37
F,HHS,Department of Health and Human Services,Income Supports,Fulltime-Regular,Income Assistance Program Specialist II,2014-08-11,2014,50785.5
F,SHF,Sheriff's Office,Sheriff Domestic Violence,Fulltime-Regular,Client Assistance Specialist,2015-06-01,2015,50785.86
F,POL,Department of Police,FSB Traffic Division School Safety Section,Parttime-Regular,Crossing Guard,2013-08-26,2013,17793.55
F,FRS,Fire and Rescue Services,Training,Fulltime-Regular,Community Health Nurse II,2007-01-08,2007,97912.0
M,POL,Department of Police,PSB 5th District Patrol,Fulltime-Regular,Police Officer III,2014-10-06,2014,53788.0
M,NDA,Non-Departmental Account,MCERP,Fulltime-Regular,Senior Investment Officer,2016-12-13,2016,93258.0
M,POL,Department of Police,FSB Animal Services Division,Fulltime-Regular,Principal Administrative Aide,2013-12-16,2013,40113.28
M,POL,Department of Police,PSB 4th District Patrol,Fulltime-Regular,Police Officer III,2007-01-16,2007,78096.0
F,DOT,Department of Transportation,Transit Operations and Planning,Fulltime-Regular,Senior Planning Specialist,2005-01-24,2005,112930.4
F,HHS,Department of Health and Human Services,School Health Services,Parttime-Regular,Community Health Nurse II,2012-07-30,2012,78446.81
M,DPS,Department of Permitting Services,Fire Code Compliance,Fulltime-Regular,Program Manager II,2013-11-04,2013,92362.0
F,SHF,Sheriff's Office,Warrant Section,Fulltime-Regular,Deputy Sheriff III,2002-01-14,2002,85405.0
F,POL,Department of Police,PSB 2nd District Patrol,Fulltime-Regular,Police Officer III,2015-06-01,2015,51969.0
M,HHS,Department of Health and Human Services,Positive Youth Development,Fulltime-Regular,Community Services Aide III,2007-06-25,2007,57244.34
M,COR,Correction and Rehabilitation,DS MCDC Custody and Security,Fulltime-Regular,Correctional Officer III (Corporal),2016-02-08,2016,44300.0
M,DOT,Department of Transportation,Transit Gaithersburg Ride On,Fulltime-Regular,Bus Operator,2001-10-14,2001,58657.24
M,HHS,Department of Health and Human Services,Aging and Disability Resource Unit,Fulltime-Regular,Client Assistance Specialist,2000-06-19,2000,69054.01
M,POL,Department of Police,PSB 3rd District Patrol,Fulltime-Regular,Police Officer III,2010-07-12,2010,65752.0
M,DOT,Department of Transportation,Transit Gaithersburg Ride On,Fulltime-Regular,Bus Operator,2012-04-16,2012,43525.12
M,DLC,Department of Liquor Control,Special Order Liquor and Wine Warehouse Operations,Fulltime-Regular,Supply Technician III,2011-09-01,2011,41123.09
M,DOT,Department of Transportation,Transit Silver Spring Ride On,Fulltime-Regular,Bus Operator,2008-03-03,2008,46626.87
M,DOT,Department of Transportation,Transit Nicholson Ride On,Fulltime-Regular,Transit Operations Supervisor,2008-06-16,2008,71796.52
M,DOT,Department of Transportation,Highway Services,Fulltime-Regular,Equipment Operator I,1999-05-30,1999,58944.22
M,DOT,Department of Transportation,Transit Silver Spring Ride On,Fulltime-Regular,Bus Operator,2013-07-01,2013,43525.13
M,POL,Department of Police,PSB 5th District Patrol,Fulltime-Regular,Police Sergeant,1994-06-13,1994,107128.71
M,LIB,Department of Public Libraries,Rockville Library,Parttime-Regular,Library Desk Assistant,2000-11-27,2000,23682.83
M,DOT,Department of Transportation,Transit Silver Spring Ride On,Fulltime-Regular,Bus Operator,2013-07-01,2013,43525.72
F,HHS,Department of Health and Human Services,Early Childhood Services,Fulltime-Regular,Program Manager II,2006-09-05,2006,98027.49
M,FRS,Fire and Rescue Services,Station 19,Fulltime-Regular,Fire/Rescue Captain,1997-11-17,1997,113316.0
F,OAG,Office of Agriculture,Administration,Fulltime-Regular,Administrative Specialist II,2007-01-08,2007,76566.35
M,POL,Department of Police,PSB 5th District Patrol,Fulltime-Regular,Police Officer III,2002-01-14,2002,89620.0
M,FRS,Fire and Rescue Services,Third Battalion - Administration,Fulltime-Regular,Fire/Rescue Lieutenant,1999-08-16,1999,99792.0
F,LIB,Department of Public Libraries,Germantown Library,Parttime-Regular,Library Assistant I,1988-11-21,1988,45151.08
F,DOT,Department of Transportation,Transportation Engineering Administration,Fulltime-Regular,Management and Budget Specialist III,1984-03-05,1984,104717.28
M,HHS,Department of Health and Human Services,Maternity Dental,Fulltime-Regular,Dental Assistant,2007-10-01,2007,51941.91
F,DEP,Department of Environmental Protection,Water Quality Monitoring and Planning,Fulltime-Regular,Planning Specialist III,2007-01-22,2007,90738.67
F,HHS,Department of Health and Human Services,School Health Services,Parttime-Regular,School Health Room Technician I,1999-10-04,1999,51576.21
M,FRS,Fire and Rescue Services,Station 12,Fulltime-Regular,Firefighter/Rescuer III,2014-03-10,2014,50910.0
M,DLC,Department of Liquor Control,Potomac,Fulltime-Regular,Liquor Store Clerk II,2010-01-04,2010,40946.23
M,POL,Department of Police,FSB Traffic Division Alcohol Initiatives Section,Fulltime-Regular,Master Police Officer,2009-01-12,2009,75943.0
M,DOT,Department of Transportation,Highway Services,Fulltime-Regular,Equipment Operator II,2002-01-13,2002,57773.8
F,CCL,County Council,Council Central Staff,Fulltime-Regular,Legislative Analyst II,1985-09-30,1985,107657.0
F,HHS,Department of Health and Human Services,Clinical Assessment and Triage Services,Fulltime-Regular,Therapist II,2012-04-10,2012,68595.41
M,FRS,Fire and Rescue Services,Station 23,Fulltime-Regular,Firefighter/Rescuer III,2013-07-29,2013,55328.0
M,DLC,Department of Liquor Control,Wheaton,Parttime-Regular,Liquor Store Clerk I,2013-08-25,2013,29779.06
F,DEP,Department of Environmental Protection,Solid Waste Services Administration,Fulltime-Regular,Administrative Specialist II,1989-07-24,1989,86673.48
M,DOT,Department of Transportation,Transit Gaithersburg Ride On,Fulltime-Regular,Bus Operator,2014-06-30,2014,42053.83
F,OMB,Office of Management and Budget,"Process, Production and Technology",Fulltime-Regular,Senior Management and Budget Specialist,2001-08-27,2001,112899.0
F,HHS,Department of Health and Human Services,School Health Services,Parttime-Regular,School Health Room Technician I,2004-11-29,2004,43425.63
M,DEP,Department of Environmental Protection,Construction,Fulltime-Regular,Senior Engineer,2001-02-11,2001,112899.0
M,CCL,County Council,Council Members and Staff,Fulltime-Regular,Legislative Senior Aide III,2015-01-26,2015,50396.48
F,CAT,County Attorney's Office,Government Operations,Fulltime-Regular,Assistant County Attorney III,1999-08-30,1999,121653.95
M,CAT,County Attorney's Office,Finance and Procurement,Fulltime-Regular,Manager II,2012-07-30,2012,151424.07
M,DOT,Department of Transportation,Transit Silver Spring Ride On,Fulltime-Regular,Bus Operator,2015-08-17,2015,40631.32
M,REC,Department of Recreation,East County Community Recreation Center,Fulltime-Regular,Recreation Specialist,2015-02-09,2015,56231.86
F,POL,Department of Police,MSB Communications Division,Fulltime-Regular,Public Safety Emergency Communications Supervisor,1990-10-01,1990,93396.0
M,FRS,Fire and Rescue Services,Station 1,Fulltime-Regular,Firefighter/Rescuer III,2013-07-29,2013,61408.0
M,POL,Department of Police,PSB 3rd District Patrol,Fulltime-Regular,Police Officer III,2012-07-16,2012,68054.0
M,DPS,Department of Permitting Services,"Team 4 Commercial Electrical, Mechanical and Fire Protection Systems",Fulltime-Regular,Permit Technician III,2007-04-02,2007,53085.58
F,CUS,Community Use of Public Facilities,Finance and Administrative Support Team,Fulltime-Regular,Office Services Coordinator,2000-07-31,2000,65128.02
M,FRS,Fire and Rescue Services,Station 28,Fulltime-Regular,Firefighter/Rescuer III,2008-03-17,2008,65530.0
M,DOT,Department of Transportation,Transit Silver Spring Ride On,Fulltime-Regular,Bus Operator,2006-07-10,2006,49949.26
F,FIN,Department of Finance,Tax Operations,Fulltime-Regular,Administrative Specialist II,2015-06-01,2015,70024.58
M,COR,Correction and Rehabilitation,MSD Information Technology,Fulltime-Regular,Information Technology Specialist III,2001-01-02,2001,93396.0
M,DLC,Department of Liquor Control,Milestone,Fulltime-Regular,Liquor Store Manager,1989-10-06,1989,89222.7
M,POL,Department of Police,PSB 6th District Special Assignment Team,Fulltime-Regular,Police Officer III,2007-01-16,2007,72902.0
M,DOT,Department of Transportation,Transit Gaithersburg Ride On,Fulltime-Regular,Bus Operator,2012-08-27,2012,45048.5
M,POL,Department of Police,PSB 4th District Patrol,Fulltime-Regular,Police Officer III,2015-06-01,2015,59638.0
M,SHF,Sheriff's Office,Courthouse Security,Fulltime-Regular,Deputy Sheriff III,2013-01-28,2013,56580.0
F,FIN,Department of Finance,Treasury Operations,Fulltime-Regular,Office Services Coordinator,2012-08-13,2012,56520.51
F,HHS,Department of Health and Human Services,Contract Team,Fulltime-Regular,Office Services Coordinator,1994-10-17,1994,69222.18
M,DGS,Department of General Services,Fleet Management Fleet Services,Fulltime-Regular,Manager III,2002-11-12,2002,116491.69
F,HHS,Department of Health and Human Services,School Health Services,Parttime-Regular,School Health Room Technician I,2014-07-28,2014,36797.13
M,DOT,Department of Transportation,Transit Nicholson Ride On,Fulltime-Regular,Transit Information Systems Technician,2011-10-24,2011,51958.37
F,COR,Correction and Rehabilitation,DS Food Services,Fulltime-Regular,Correctional Dietary Officer II,2003-03-17,2003,62482.02
F,DLC,Department of Liquor Control,Olney,Parttime-Regular,Liquor Store Clerk I,2012-11-09,2012,29779.06
M,FRS,Fire and Rescue Services,Fleet Operations,Fulltime-Regular,Emergency Vehicle Mechanic Technician II,2016-05-16,2016,40200.0
M,POL,Department of Police,PSB 2nd District Patrol,Fulltime-Regular,Police Officer III,1994-06-15,1994,92756.7
M,FRS,Fire and Rescue Services,Field Operations Administration,Fulltime-Regular,Master Firefighter/Rescuer,1994-02-22,1994,91969.07
F,LIB,Department of Public Libraries,White Oak Library,Fulltime-Regular,Library Assistant I,1997-03-22,1997,55476.56
M,FRS,Fire and Rescue Services,Fleet Operations,Fulltime-Regular,Emergency Vehicle Mechanic Technician II,2015-06-29,2015,57650.92
M,COR,Correction and Rehabilitation,Professional Standards Unit,Fulltime-Regular,Correctional Supervisor (Sergeant),1998-09-21,1998,91532.0
M,DLC,Department of Liquor Control,Liquor and Wine Delivery Operations,Fulltime-Regular,Truck Driver/Warehouse Worker,2015-05-11,2015,40631.32
M,POL,Department of Police,PSB 4th District Station,Fulltime-Regular,Police Lieutenant,1997-05-25,1997,119032.41
F,POL,Department of Police,ISB Criminal Investigations Division 4th District Investigative Section,Fulltime-Regular,Police Officer III,2006-11-13,2006,72902.0
