Manufacturer Name,NDC Number,Drug Product Description,Date Introduced to Market,WAC at Introduction,Marketing/Pricing Plan Description,Marketing/Pricing Plan Non-Public Indicator,Estimated Number of Patients,Breakthrough Therapy Indicator,Priority Review Indicator,Acquisition Date,Acquisition Price,Acquisition Price Non-Public Indicator,Acquisition Price Comment,General Comments,Supporting Documents,,,,,,,,,,,,,,
Teva Pharmaceuticals USA,591501902,FULVESTRANT INJ 250MG/50ML INJ PFS SOL,2019-08-22,1675.35,,1,345,,,,,,,"Average of approximately 345 prescriptions per month, based on IQVIA data. Acquisition questions not applicable (and acquisition fields therefore left blank); Teva developed the product.",,,,,,,,,,,,,,,
Teva Pharmaceuticals USA,93363020,ACYCLOVIR CREAM 5% 5GM,2019-08-29,729.47,,1,8400,,,2016-08-02,-1,,"This product (the ""Product"") is an authorized generic version of Zovirax® Cream 5%.  Watson Laboratories, Inc. (“Watson”) had an option to sell the Product, and on August 2, 2016, Teva acquired that option – which Teva would later exercise – along with Watson itself, as part of a broader deal involving other assets.  The option’s acquisition price was incorporated into that broader deal’s overall purchase price and, thus, there was no one particular price that Teva paid to acquire the option.    We were, nonetheless, required to enter a non-zero value in the ""Acquisition Price"" field, and so we entered $33,430,000,000, which is the total amount that Teva paid (along with roughly 100 million shares of Teva stock) in connection with the broader deal referenced above.  Once again, and to be clear, this total is not representative of the amount that Teva paid for the option in particular.","Average of approximately 8,400 prescriptions per month, based on IQVIA data.",,,,,,,,,,,,,,,
Teva Pharmaceuticals USA,703066601,TREPROSTINIL SODIUM INJ  1MG/ML 20ML 1,2019-09-30,1209.65,,1,550,,,,,,,"Average of approximately 550 prescriptions per month (all dosages), based on historic IQVIA data. Acquisition questions not applicable (and acquisition fields therefore left blank); Teva developed the product.",,,,,,,,,,,,,,,
Teva Pharmaceuticals USA,703067601,TREPROSTINIL SODIUM INJ  2.5MG/ML 20ML 1,2019-09-30,3024.14,,1,550,,,,,,,"Average of approximately 550 prescriptions per month (all dosages), based on historic IQVIA data. Acquisition questions not applicable (and acquisition fields therefore left blank); Teva developed the product.",,,,,,,,,,,,,,,
Teva Pharmaceuticals USA,703068601,TREPROSTINIL SODIUM INJ  5MG/ML 20ML 1,2019-09-30,6048.27,,1,550,,,,,,,"Average of approximately 550 prescriptions per month (all dosages), based on historic IQVIA data. Acquisition questions not applicable (and acquisition fields therefore left blank); Teva developed the product.",,,,,,,,,,,,,,,
Teva Pharmaceuticals USA,703069601,TREPROSTINIL SODIUM INJ  10MG/ML 20ML 1,2019-09-30,12096.54,,1,550,,,,,,,"Average of approximately 550 prescriptions per month (all dosages), based on historic IQVIA data. Acquisition questions not applicable (and acquisition fields therefore left blank); Teva developed the product.",,,,,,,,,,,,,,,
Mylan Pharmaceuticals Inc,378713293,"Erlotinib Hydrochloride Tablets, 100mg, 30s",2019-05-09,6814.48,,1,613554,,,,,,,"According to the American Lung Association, approximately 540,000 living Americans have been diagnosed with lung cancer. Approximately 85 percent of those lung cancer cases are NSCLC.  This product was not the result of an acquisition.",,,,,,,,,,,,,,,
Mylan Pharmaceuticals Inc,378713393,"Erlotinib Hydrochloride Tablets, 150mg, 30s",2019-05-09,7707.68,,1,613554,,,,,,,"According to the American Lung Association, approximately 540,000 living Americans have been diagnosed with lung cancer. Approximately 85 percent of those lung cancer cases are NSCLC.  This product was not the result of an acquisition.",,,,,,,,,,,,,,,
Teva Pharmaceuticals USA,63459010310,TRUXIMA® (rituximab-abbs) 100 MG / 10 ML,2019-11-11,845.55,The Wholesale Acquisition Cost (WAC or “list price”) for TRUXIMA will be 10 percent lower than the reference product. TRUXIMA is being made available through primary wholesalers at a WAC of $845.55 for 100mg vial and $4227.75 for 500mg vial. Actual costs to individual patients and providers for TRUXIMA are anticipated to be lower than WAC because WAC does not account for additional rebates and discounts that may apply. Savings on out-of-pocket costs may vary depending on the patient’s insurance payer and eligibility for participation in the assistance program.,,2415,,,2016-10-04,1,,"Teva acquired rights on October 4, 2016 from Celltrion to commercialize TRUXIMA and another biosimilar product for $160M in up-front payments plus additional payments dependent on product sales. The acquisition price for the TRUXIMA rights was incorporated into the broader deal's overall purchase price, and thus, there was no one particular price that Teva paid to acquire those rights.  We were, nonetheless, required to enter a non-zero value in the ""Acquisition Cost"" field, and so we entered ""1.00.""",,,,,,,,,,,,,,,,
Teva Pharmaceuticals USA,63459010450,TRUXIMA® (rituximab-abbs) 500 MG / 50 ML,2019-11-11,4227.75,The Wholesale Acquisition Cost (WAC or “list price”) for TRUXIMA will be 10 percent lower than the reference product. TRUXIMA is being made available through primary wholesalers at a WAC of $845.55 for 100mg vial and $4227.75 for 500mg vial. Actual costs to individual patients and providers for TRUXIMA are anticipated to be lower than WAC because WAC does not account for additional rebates and discounts that may apply. Savings on out-of-pocket costs may vary depending on the patient’s insurance payer and eligibility for participation in the assistance program.,,1469,,,2016-10-04,1,,"Teva acquired rights on October 4, 2016 from Celltrion to commercialize TRUXIMA and another biosimilar product for $160M in up-front payments plus additional payments dependent on product sales. The acquisition price for the TRUXIMA rights was incorporated into the broader deal's overall purchase price, and thus, there was no one particular price that Teva paid to acquire those rights.  We were, nonetheless, required to enter a non-zero value in the ""Acquisition Cost"" field, and so we entered ""1.00.""",,,,,,,,,,,,,,,,
Teva Pharmaceuticals USA,93351556,DEFERASIROX TABLETS 360MG 30,2019-11-25,2021.81,,1,1950,,,,,,,"Average of approximately 1,950 prescriptions per month, based on historic IQVIA data. Acquisition questions not applicable (and acquisition fields therefore left blank); Teva developed the product.",,,,,,,,,,,,,,,
Teva Pharmaceuticals USA,591385330,DEFERASIROX 180MG TABLETS 30,2019-12-17,2189.07,,1,590,,,,,,,"Average of approximately 590 prescriptions per month, based on historic IQVIA data. Acquisition questions not applicable (and acquisition fields therefore left blank); Teva developed the product.",,,,,,,,,,,,,,,
"Acorda Therapeutics, Inc.",10144034260,INBRIJA (levodopa inhalation powder),2019-02-25,950,,,,,,350000,,,2014-10-22,525000000,,,Please see additional narrative on columns 10 & 11:  o,"Acorda Therapeutics, Inc. (“Acorda”) acquired Civitas Therapeutics, Inc. (“Civitas”), which had been developing CVT-301 (now known as INBRIJA), on October 22, 2014, for an aggregate purchase price of $525 million plus combined acquisition costs of approximately $12 million.  Civitas is now a wholly-owned subisidiary of Acorda.  Prior to its acquisition by Acorda, Civitas had been developing INBRIJA from 2010 to 2014, before which the product was being developed by Alkermes.  The ARCUS technology upon which INBRIJA is based had previously been developed in the MIT laboratory of Bob Langer.  o","Of the $525 million aggregate purchase price paid by Acorda to acquire Civitas, $423 million was allocated to INBRIJA based on the estimated fair value of INBRIJA at the date of acquisition.  The balance of the aggregate purchase price was allocated to acquired property and equipment and other tangible current and non-current assets.  The amount of the aggregate purchase price paid in excess of the estimated fair value of the assets acquired and liabilities assumed was allocated to goodwill.  Because INBRIJA required further clinical testing and development before it could be the subject of a New Drug Application to the FDA, Acorda funded additional investment above the cost that was required to acquire Civitas.",,,,,,,,,,
Bayer,50419039501,Nubeqa®  (darolutamide) 300 mg tablet,2019-08-05,11550,,1,200,,1,2014-06-02,68000000,,Entered into agreement with Orion to co-develop on 6/2/2014 for $68 million upfront.  Baye rwill commercialize in the US and pay $45 million at first US sale and ongoing royalties not publicly disclosed.,,,,,,,,,,,,,,,,
Mylan Pharmaceuticals Inc,378427093,"Ambrisentan Tablets, 5mg, 30s",2019-05-07,1152.04,,1,5270,,1,,,,,"According to the American Lung Association, 15-50 people per million in the United States are affected by pulmonary arterial hypertension.  This product was not the result of an acquisition.",,,,,,,,,,,,,,,
Sandoz Inc.,781342080,TREPROSTINIL INJECTION 20MG/20ML (1MG/ML) 1LIVI,2019-03-25,1145.99,Sandoz Inc. currently only sells treprostinil in the U.S. Sandoz Inc.'s commercialization partner has sales resources in the field detailing this product to healthcare providers. The WAC is priced lower than the brand WAC.,,52000,,,,,,,"Estimated number of patients is approximately 52,000, based on patients that have been diagnosed with Pulmonary Arterial Hypertension (PAH) in the United States. Source: (DataMonitor) 2016  Acquisition date and acquisition price not applicable; Sandoz Inc. did not acquire the product",https://oshpd.ca.gov/ml/v1/resources/document?rs:path=/Data-And-Reports/Documents/Topics/Cost-Transparency/Rx/Q2-New-Drug-Public-Release-Supporting-Documents/California-SB17-New-Drug-Report-Submission-ID-90776.pdf,,,,,,,,,,,,,,
Sandoz Inc.,781342580,TREPROSTINIL INJECTION 50MG/20ML (2.5MG/ML) 1LIVI,2019-03-25,2864.97,Sandoz Inc. currently only sells treprostinil in the U.S. Sandoz Inc.'s commercialization partner has sales resources in the field detailing this product to healthcare providers. The WAC is priced lower than the brand WAC.,,52000,,,,,,,"Estimated number of patients is approximately 52,000, based on patients that have been diagnosed with Pulmonary Arterial Hypertension (PAH) in the United States. Source: (DataMonitor) 2016   Acquisition date and acquisition price not applicable; Sandoz Inc. did not acquire the product",https://oshpd.ca.gov/ml/v1/resources/document?rs:path=/Data-And-Reports/Documents/Topics/Cost-Transparency/Rx/Q2-New-Drug-Public-Release-Supporting-Documents/California-SB17-New-Drug-Report-Submission-ID-90776.pdf,,,,,,,,,,,,,,
Sandoz Inc.,781342780,TREPROSTINIL INJECTION 100MG/20ML (5MG/ML) 1LIVI,2019-03-25,5729.94,Sandoz Inc. currently only sells treprostinil in the U.S. Sandoz Inc.'s commercialization partner has sales resources in the field detailing this product to healthcare providers. The WAC is priced lower than the brand WAC.,,52000,,,,,,,"Estimated number of patients is approximately 52,000, based on patients that have been diagnosed with Pulmonary Arterial Hypertension (PAH) in the United States. Source: (DataMonitor) 2016   Acquisition date and acquisition price not applicable; Sandoz Inc. did not acquire the product",https://oshpd.ca.gov/ml/v1/resources/document?rs:path=/Data-And-Reports/Documents/Topics/Cost-Transparency/Rx/Q2-New-Drug-Public-Release-Supporting-Documents/California-SB17-New-Drug-Report-Submission-ID-90776.pdf,,,,,,,,,,,,,,
